RO,12763
AC,7063
AM,29044
RR,3688
PA,61352
AM,3488
TO,14717
MA,31887
PI,20701
CE,75376
RN,30046
PB,24556
PE,70500
AL,20555
SE,10008
BA,109999
MG,290082
ES,45541
RJ,123321
SP,786628
PR,168597
SC,176789
RS,132646
MS,36784
MT,71867
GO,107925
DF,47472
